FileName,Species,prediction,score,Label
713096490.jpg,Monarch,1,0.99998915,Non_feeding
713071637.jpg,Monarch,1,0.49612185,Non_feeding
713071591.jpg,Monarch,0,0.00013079897,Feeding
712946385.jpg,Monarch,1,0.10623166,Feeding
712934533.jpg,Monarch,0,0.0034074115,Feeding
712927187.jpg,Monarch,1,0.9998076,Non_feeding
712919894.jpg,Monarch,1,0.9962857,Non_feeding
712917404.jpg,Monarch,1,0.99999726,Non_feeding
712914396.jpg,Monarch,1,0.20814589,Non_feeding
712900227.jpg,Monarch,0,0.03022631,Feeding
712881733.jpg,Monarch,0,0.051781826,Non_feeding
712874329.jpg,Monarch,0,0.0037893292,Non_feeding
712880699.jpg,Monarch,0,0.029791594,Non_feeding
712879516.jpg,Monarch,1,0.87570983,Non_feeding
712874763.jpg,Monarch,0,0.0004596291,Non_feeding
712872682.jpg,Monarch,1,0.9999999,Non_feeding
712871603.jpg,Monarch,1,0.9999695,Non_feeding
712868959.jpg,Monarch,1,0.99967283,Non_feeding
712851444.jpg,Monarch,0,0.00036081116,Non_feeding
712849099.jpg,Monarch,1,0.9998821,Non_feeding
712841223.jpg,Monarch,1,0.9884835,Feeding
712810629.jpg,Monarch,1,0.999997,Non_feeding
712808492.jpg,Monarch,1,1.0,Non_feeding
712807930.jpg,Monarch,0,3.6562365e-06,Feeding
712799490.jpg,Monarch,1,0.99999106,Non_feeding
712799393.jpg,Monarch,1,0.19130753,Non_feeding
712792681.jpg,Monarch,1,0.99990666,Non_feeding
712771325.jpg,Monarch,1,0.92388225,Non_feeding
712735479.jpg,Monarch,1,0.9994068,Non_feeding
712733516.jpg,Monarch,1,0.99994695,Non_feeding
712719835.jpg,Monarch,1,0.9923934,Non_feeding
712708957.jpg,Monarch,1,0.32773492,Feeding
712710520.jpg,Monarch,0,0.0005751117,Non_feeding
712705222.jpg,Monarch,0,0.0006285923,Feeding
712702917.jpg,Monarch,1,0.99999046,Feeding
712662260.jpg,Monarch,1,0.98888004,Feeding
712596032.jpg,Monarch,0,0.0001913501,Non_feeding
712574173.jpg,Monarch,1,0.5851134,Non_feeding
712518805.jpg,Monarch,1,0.13953756,Feeding
712517561.jpg,Monarch,1,0.9858066,Non_feeding
712513683.jpg,Monarch,1,1.0,Non_feeding
712449267.jpg,Monarch,1,0.97851115,Non_feeding
712447658.jpg,Monarch,1,0.99999166,Non_feeding
712447361.jpg,Monarch,1,0.9999925,Non_feeding
712447107.jpg,Monarch,1,0.9972644,Non_feeding
712446920.jpg,Monarch,1,0.5072872,Non_feeding
712441575.jpg,Monarch,0,1.5253462e-06,Non_feeding
712425948.jpg,Monarch,0,0.013704499,Feeding
712413792.jpg,Monarch,1,0.99845505,Non_feeding
712383496.jpg,Monarch,1,0.99999094,Non_feeding
712381347.jpg,Monarch,1,0.99997747,Non_feeding
712370570.jpg,Monarch,0,0.027078614,Non_feeding
712365425.jpg,Monarch,1,0.99992156,Non_feeding
712337601.jpg,Monarch,1,0.99940634,Non_feeding
712329701.jpg,Monarch,1,0.5773944,Feeding
712319686.jpg,Monarch,1,0.99989426,Feeding
712317092.jpg,Monarch,1,0.99601525,Non_feeding
712307923.jpg,Monarch,0,1.0026191e-06,Non_feeding
712295019.jpg,Monarch,0,0.000102803475,Feeding
712294876.jpg,Monarch,0,0.021678494,Feeding
712288824.jpg,Monarch,1,0.99645174,Feeding
712279405.jpg,Monarch,1,0.52043456,Non_feeding
712274970.jpg,Monarch,1,0.88014215,Feeding
712272494.jpg,Monarch,0,0.04543003,Feeding
712271509.jpg,Monarch,1,0.828854,Feeding
712264863.jpg,Monarch,1,0.51327425,Feeding
712257640.jpg,Monarch,1,0.9996751,Non_feeding
712253604.jpg,Monarch,0,0.00023355434,Feeding
712253189.jpg,Monarch,0,0.0013381947,Feeding
712242952.jpg,Monarch,1,0.9380114,Non_feeding
712230392.jpg,Monarch,1,0.20026724,Feeding
712197611.jpg,Monarch,0,0.0293259,Feeding
712180494.jpg,Monarch,0,0.016317321,Feeding
712178639.jpg,Monarch,1,0.9999987,Non_feeding
712171099.jpg,Monarch,1,0.997614,Non_feeding
712166791.jpg,Monarch,1,0.9998492,Non_feeding
712155589.jpg,Monarch,0,0.001211036,Feeding
712158243.jpg,Monarch,1,0.5480425,Non_feeding
712140876.jpg,Monarch,1,0.9593025,Non_feeding
712139852.jpg,Monarch,1,0.98733217,Non_feeding
712125646.jpg,Monarch,0,0.050499104,Feeding
712102102.jpg,Monarch,1,0.80815893,Non_feeding
712059417.jpg,Monarch,0,0.037407205,Feeding
712057238.jpg,Monarch,1,0.9912852,Non_feeding
712046888.jpg,Monarch,1,1.0,Non_feeding
712025498.jpg,Monarch,1,0.9968869,Non_feeding
712021392.jpg,Monarch,1,0.9999782,Non_feeding
711990592.jpg,Monarch,1,1.0,Non_feeding
711980566.jpg,Monarch,1,0.99996376,Feeding
711973561.jpg,Monarch,0,0.008629843,Feeding
711946543.jpg,Monarch,1,0.9994269,Feeding
711889710.jpg,Monarch,1,0.64319974,Non_feeding
711889457.jpg,Monarch,0,3.3295826e-05,Feeding
711857166.jpg,Monarch,0,0.00042830966,Feeding
711839816.jpg,Monarch,1,0.9999999,Non_feeding
711834240.jpg,Monarch,1,0.99999595,Feeding
711820428.jpg,Monarch,1,0.9737195,Feeding
711814384.jpg,Monarch,1,0.14579786,Feeding
711808713.jpg,Monarch,1,0.99992704,Non_feeding
711804687.jpg,Monarch,1,0.9999304,Feeding
711803683.jpg,Monarch,0,0.0007581157,Non_feeding
711794396.jpg,Monarch,0,0.001281784,Non_feeding
711793812.jpg,Monarch,0,0.007852485,Feeding
711793582.jpg,Monarch,0,0.0076779337,Feeding
711793567.jpg,Monarch,1,0.11063242,Feeding
711793449.jpg,Monarch,0,0.0086628515,Non_feeding
711786431.jpg,Monarch,1,0.9992964,Non_feeding
711785503.jpg,Monarch,1,0.98350614,Non_feeding
711785157.jpg,Monarch,1,0.999876,Non_feeding
711784871.jpg,Monarch,1,0.9922657,Non_feeding
711781104.jpg,Monarch,0,0.092862226,Non_feeding
711784680.jpg,Monarch,1,0.9999999,Non_feeding
711784392.jpg,Monarch,1,0.99991524,Non_feeding
711784062.jpg,Monarch,1,0.99999976,Non_feeding
711779809.jpg,Monarch,1,0.17987607,Feeding
711779756.jpg,Monarch,1,0.82408327,Non_feeding
711779292.jpg,Monarch,1,0.58778375,Non_feeding
711779102.jpg,Monarch,1,0.9999976,Non_feeding
711778665.jpg,Monarch,1,0.999936,Non_feeding
711778564.jpg,Monarch,1,0.99999607,Non_feeding
711777030.jpg,Monarch,1,0.99729615,Non_feeding
711776791.jpg,Monarch,1,0.9999815,Non_feeding
711775936.jpg,Monarch,0,0.0010045025,Feeding
711775240.jpg,Monarch,1,0.3232768,Feeding
711773945.jpg,Monarch,0,0.00035438855,Feeding
711772806.jpg,Monarch,0,0.04230361,Feeding
711772893.jpg,Monarch,0,0.080798574,Feeding
711772263.jpg,Monarch,0,0.048560478,Non_feeding
711757903.jpg,Monarch,1,0.60501623,Non_feeding
711751651.jpg,Monarch,1,0.8345551,Non_feeding
711741895.jpg,Monarch,0,0.030787349,Feeding
711742010.jpg,Monarch,0,0.0027807239,Non_feeding
711742195.jpg,Monarch,1,0.9947342,Feeding
711740657.jpg,Monarch,1,0.9989262,Feeding
711734435.jpg,Monarch,1,0.96373713,Non_feeding
711730254.jpg,Monarch,1,0.9503783,Non_feeding
711690304.jpg,Monarch,1,0.9939194,Feeding
711677621.jpg,Monarch,0,0.038645662,Non_feeding
711684824.jpg,Monarch,0,0.015019078,Non_feeding
711659587.jpg,Monarch,1,0.22936098,Feeding
711659642.jpg,Monarch,1,0.9159845,Non_feeding
711651186.jpg,Monarch,1,0.99860555,Feeding
711649826.jpg,Monarch,1,1.0,Non_feeding
711647585.jpg,Monarch,0,0.0062844744,Non_feeding
711646387.jpg,Monarch,1,0.10799814,Feeding
711637115.jpg,Monarch,0,0.0024427383,Non_feeding
711629305.jpg,Monarch,1,0.998454,Non_feeding
711603128.jpg,Monarch,0,0.0077513363,Feeding
711604085.jpg,Monarch,0,0.03376911,Non_feeding
711601936.jpg,Monarch,1,0.9181249,Non_feeding
711590960.jpg,Monarch,1,0.1636338,Feeding
711579448.jpg,Monarch,1,0.67118233,Non_feeding
711573446.jpg,Monarch,1,0.9995142,Non_feeding
711554992.jpg,Monarch,0,0.0015232967,Non_feeding
711551943.jpg,Monarch,0,0.08450596,Non_feeding
711541710.jpg,Monarch,0,0.0064393044,Feeding
711529966.jpg,Monarch,1,0.9999927,Non_feeding
711528960.jpg,Monarch,1,0.97708035,Non_feeding
711522380.jpg,Monarch,1,0.16853252,Non_feeding
711518288.jpg,Monarch,1,0.9999573,Feeding
711517579.jpg,Monarch,1,1.0,Non_feeding
711515018.jpg,Monarch,0,0.012211536,Non_feeding
711501127.jpg,Monarch,1,1.0,Non_feeding
711499432.jpg,Monarch,1,0.98478484,Non_feeding
711488860.jpg,Monarch,0,0.058876917,Non_feeding
711465639.jpg,Monarch,1,0.96431756,Feeding
711446280.jpg,Monarch,1,0.999794,Non_feeding
711436693.jpg,Monarch,1,0.99999964,Non_feeding
711426281.jpg,Monarch,1,0.8978016,Non_feeding
711418480.jpg,Monarch,1,0.9076848,Non_feeding
711417984.jpg,Monarch,1,0.719555,Non_feeding
711402438.jpg,Monarch,1,0.92199504,Non_feeding
711325672.jpg,Monarch,1,0.99992263,Non_feeding
711322664.jpg,Monarch,1,0.97264546,Non_feeding
711309853.jpg,Monarch,1,0.5558492,Feeding
711300004.jpg,Monarch,1,0.9997982,Feeding
711292621.jpg,Monarch,1,0.9960269,Non_feeding
711292565.jpg,Monarch,1,0.99919635,Feeding
711292530.jpg,Monarch,1,0.77766955,Feeding
711285038.jpg,Monarch,1,0.8700527,Feeding
711281347.jpg,Monarch,1,0.8262263,Non_feeding
711281143.jpg,Monarch,1,0.81278616,Non_feeding
711276579.jpg,Monarch,1,0.99999344,Non_feeding
711268677.jpg,Monarch,0,0.014417154,Non_feeding
711264511.jpg,Monarch,1,0.7010915,Feeding
711263813.jpg,Monarch,1,0.9981553,Feeding
711253851.jpg,Monarch,1,0.22673014,Feeding
711253615.jpg,Monarch,0,1.8664564e-07,Non_feeding
711244926.jpg,Monarch,1,0.8325818,Feeding
711232600.jpg,Monarch,0,0.024115358,Non_feeding
711235642.jpg,Monarch,0,0.0136432005,Non_feeding
711232119.jpg,Monarch,1,0.99989974,Non_feeding
711231696.jpg,Monarch,1,0.9999995,Feeding
711221612.jpg,Monarch,1,0.99197066,Non_feeding
711206431.jpg,Monarch,0,0.004238569,Feeding
711206114.jpg,Monarch,0,0.00060650567,Feeding
711206032.jpg,Monarch,0,0.00010729123,Feeding
711206012.jpg,Monarch,0,3.9088918e-05,Non_feeding
711206000.jpg,Monarch,1,0.16440009,Non_feeding
711196824.jpg,Monarch,0,0.03176823,Non_feeding
711197885.jpg,Monarch,1,0.999974,Feeding
711197736.jpg,Monarch,0,0.0020581246,Non_feeding
711194963.jpg,Monarch,1,0.99995935,Feeding
711179540.jpg,Monarch,0,0.003009289,Non_feeding
711188340.jpg,Monarch,1,0.4582232,Feeding
711184769.jpg,Monarch,1,1.0,Non_feeding
711184644.jpg,Monarch,1,0.8219127,Feeding
711183176.jpg,Monarch,1,0.9593441,Feeding
711182309.jpg,Monarch,0,0.00059872813,Non_feeding
711178771.jpg,Monarch,1,0.29987937,Feeding
711178180.jpg,Monarch,1,0.91146404,Feeding
711175604.jpg,Monarch,0,9.216488e-06,Non_feeding
711156401.jpg,Monarch,1,0.94295543,Feeding
711151290.jpg,Monarch,1,0.9999051,Non_feeding
711149179.jpg,Monarch,1,0.9999894,Non_feeding
711134747.jpg,Monarch,0,0.0017131559,Non_feeding
711129064.jpg,Monarch,1,1.0,Non_feeding
711126946.jpg,Monarch,1,0.9995922,Feeding
711108706.jpg,Monarch,0,0.0001520552,Non_feeding
711108217.jpg,Monarch,0,0.0038262352,Non_feeding
711104042.jpg,Monarch,0,0.00036877152,Non_feeding
711102712.jpg,Monarch,1,0.9999999,Non_feeding
711088643.jpg,Monarch,1,0.23153973,Feeding
711054961.jpg,Monarch,1,0.11058694,Non_feeding
711051904.jpg,Monarch,1,0.7892262,Non_feeding
711026326.jpg,Monarch,1,0.24712448,Feeding
711018250.jpg,Monarch,0,0.00024102726,Non_feeding
710937941.jpg,Monarch,0,0.062897675,Non_feeding
710958821.jpg,Monarch,1,0.9974152,Non_feeding
711006508.jpg,Monarch,1,0.9925742,Non_feeding
711004368.jpg,Monarch,0,7.40992e-05,Non_feeding
710991619.jpg,Monarch,1,0.99877924,Non_feeding
710990324.jpg,Monarch,1,0.99344903,Feeding
710949375.jpg,Monarch,0,0.0977736,Feeding
710929391.jpg,Monarch,1,0.28763223,Non_feeding
710918265.jpg,Monarch,1,0.999483,Non_feeding
710915552.jpg,Monarch,1,0.90414804,Feeding
710914897.jpg,Monarch,1,0.9990258,Non_feeding
710898137.jpg,Monarch,1,0.23604561,Non_feeding
710888457.jpg,Monarch,1,0.64750016,Non_feeding
710887433.jpg,Monarch,0,0.043588623,Non_feeding
710885522.jpg,Monarch,0,0.004063465,Feeding
710876301.jpg,Monarch,0,2.8836099e-05,Feeding
710875345.jpg,Monarch,0,0.028158959,Feeding
710874353.jpg,Monarch,0,0.0022260055,Feeding
710870238.jpg,Monarch,1,0.985357,Non_feeding
710868246.jpg,Monarch,1,0.9967379,Non_feeding
710857557.jpg,Monarch,1,0.9733576,Non_feeding
710853538.jpg,Monarch,1,0.99932605,Non_feeding
710852387.jpg,Monarch,1,0.8641901,Non_feeding
710852004.jpg,Monarch,0,0.0026206283,Feeding
710844427.jpg,Monarch,0,0.066047505,Feeding
710843942.jpg,Monarch,1,0.997865,Non_feeding
710842867.jpg,Monarch,1,0.994916,Feeding
710837637.jpg,Monarch,0,9.041847e-09,Non_feeding
710836335.jpg,Monarch,0,5.626258e-06,Feeding
710780640.jpg,Monarch,1,1.0,Non_feeding
710769826.jpg,Monarch,1,0.99999666,Non_feeding
710766918.jpg,Monarch,1,0.12345816,Non_feeding
710766898.jpg,Monarch,1,0.9910467,Non_feeding
710760168.jpg,Monarch,1,0.973849,Non_feeding
710760076.jpg,Monarch,0,2.1238047e-05,Non_feeding
710726316.jpg,Monarch,0,0.002307146,Non_feeding
710730890.jpg,Monarch,1,1.0,Non_feeding
710717129.jpg,Monarch,1,0.99999917,Non_feeding
710693440.jpg,Monarch,1,0.93283695,Feeding
710710939.jpg,Monarch,1,0.99835145,Non_feeding
710700542.jpg,Monarch,1,0.99996805,Non_feeding
710428302.jpg,Monarch,1,1.0,Non_feeding
710645738.jpg,Monarch,1,0.9991387,Non_feeding
710679914.jpg,Monarch,0,0.0014153221,Feeding
710688356.jpg,Monarch,1,0.9767684,Non_feeding
710674697.jpg,Monarch,0,0.0007473575,Non_feeding
710685423.jpg,Monarch,1,0.9993296,Feeding
710683809.jpg,Monarch,0,0.00026853863,Non_feeding
710680465.jpg,Monarch,1,0.35783282,Non_feeding
710677161.jpg,Monarch,0,0.0147510925,Feeding
710672924.jpg,Monarch,0,0.0014582229,Non_feeding
710659002.jpg,Monarch,1,0.9994175,Feeding
710647973.jpg,Monarch,1,0.8472625,Feeding
710655478.jpg,Monarch,1,0.60001224,Non_feeding
710635531.jpg,Monarch,1,0.99303496,Feeding
710633698.jpg,Monarch,0,0.0030879008,Feeding
710624441.jpg,Monarch,1,1.0,Non_feeding
710623448.jpg,Monarch,0,0.09402622,Feeding
710621524.jpg,Monarch,0,0.014227882,Non_feeding
710621053.jpg,Monarch,0,0.059733618,Feeding
710620348.jpg,Monarch,0,0.083823785,Non_feeding
710619168.jpg,Monarch,1,0.9999994,Non_feeding
710618009.jpg,Monarch,0,0.00045471496,Feeding
710616846.jpg,Monarch,1,0.44075733,Feeding
710610166.jpg,Monarch,1,1.0,Non_feeding
710605844.jpg,Monarch,1,0.9999937,Feeding
710082636.jpg,Monarch,0,0.020737888,Feeding
710082315.jpg,Monarch,1,0.45503947,Feeding
710602354.jpg,Monarch,0,0.0038344264,Non_feeding
710590426.jpg,Monarch,1,0.9998083,Non_feeding
710586773.jpg,Monarch,1,0.8652428,Feeding
710571274.jpg,Monarch,0,0.008107672,Non_feeding
710581185.jpg,Monarch,1,0.94923574,Feeding
710575537.jpg,Monarch,1,0.9886043,Non_feeding
710575393.jpg,Monarch,1,0.8088725,Feeding
710571614.jpg,Monarch,1,1.0,Non_feeding
710542211.jpg,Monarch,0,0.050842855,Non_feeding
710570710.jpg,Monarch,1,0.98552436,Feeding
710566085.jpg,Monarch,1,0.18203904,Non_feeding
710560942.jpg,Monarch,1,0.54269874,Non_feeding
710631953.jpg,Monarch,1,0.10208143,Non_feeding
710568397.jpg,Monarch,1,0.13637094,Non_feeding
710568138.jpg,Monarch,1,0.4091216,Feeding
710554958.jpg,Monarch,1,1.0,Non_feeding
710538152.jpg,Monarch,1,0.9988587,Non_feeding
710541002.jpg,Monarch,0,0.0022009015,Feeding
710531461.jpg,Monarch,1,0.98592,Non_feeding
710530419.jpg,Monarch,1,0.830088,Non_feeding
710522631.jpg,Monarch,0,0.030932657,Non_feeding
710520388.jpg,Monarch,1,0.99973255,Non_feeding
710514154.jpg,Monarch,1,0.23261638,Non_feeding
710514343.jpg,Monarch,1,0.7724386,Feeding
710507533.jpg,Monarch,1,0.9977691,Feeding
710507416.jpg,Monarch,1,0.9999881,Feeding
710484246.jpg,Monarch,1,0.34988555,Feeding
710503050.jpg,Monarch,1,0.99992776,Non_feeding
710501340.jpg,Monarch,1,0.9998735,Feeding
710495999.jpg,Monarch,1,0.95204335,Non_feeding
710485569.jpg,Monarch,0,0.0062847002,Feeding
710484602.jpg,Monarch,0,0.0021855263,Feeding
710477766.jpg,Monarch,1,0.75730443,Non_feeding
710473329.jpg,Monarch,1,0.9991922,Non_feeding
710464807.jpg,Monarch,1,0.94330364,Non_feeding
710464552.jpg,Monarch,1,0.9851813,Non_feeding
710460224.jpg,Monarch,1,0.68793213,Non_feeding
710459280.jpg,Monarch,0,1.4119682e-05,Feeding
710450648.jpg,Monarch,1,0.7016725,Feeding
710428517.jpg,Monarch,1,1.0,Non_feeding
710425069.jpg,Monarch,0,0.00049602747,Non_feeding
710422012.jpg,Monarch,0,0.051272593,Non_feeding
710421706.jpg,Monarch,1,0.99624926,Non_feeding
710421386.jpg,Monarch,1,0.213413,Non_feeding
710418351.jpg,Monarch,1,0.77894235,Non_feeding
710406110.jpg,Monarch,1,0.9184368,Feeding
710402533.jpg,Monarch,1,0.9989636,Non_feeding
710395352.jpg,Monarch,1,0.2319078,Feeding
710513999.jpg,Monarch,0,0.07383969,Non_feeding
710392974.jpg,Monarch,1,0.9955961,Feeding
710391794.jpg,Monarch,1,0.99031025,Feeding
710378683.jpg,Monarch,0,0.0013954147,Feeding
710379541.jpg,Monarch,1,0.8768719,Feeding
710374056.jpg,Monarch,1,0.99938977,Non_feeding
710369836.jpg,Monarch,1,0.12859064,Feeding
710362405.jpg,Monarch,0,0.012853337,Feeding
710357197.jpg,Monarch,1,0.99992526,Non_feeding
710361861.jpg,Monarch,1,0.9999083,Non_feeding
710355363.jpg,Monarch,0,0.024592394,Feeding
710356146.jpg,Monarch,1,1.0,Non_feeding
710353896.jpg,Monarch,1,1.0,Non_feeding
710352556.jpg,Monarch,1,0.94011366,Non_feeding
710351439.jpg,Monarch,1,1.0,Non_feeding
710351399.jpg,Monarch,1,1.0,Non_feeding
710351355.jpg,Monarch,1,0.99994946,Feeding
710350779.jpg,Monarch,1,0.99976724,Feeding
710348209.jpg,Monarch,1,0.99961865,Non_feeding
710343166.jpg,Monarch,1,0.9972978,Non_feeding
710343157.jpg,Monarch,1,1.0,Non_feeding
710343129.jpg,Monarch,1,0.99842274,Non_feeding
710343122.jpg,Monarch,1,1.0,Non_feeding
710343099.jpg,Monarch,1,1.0,Non_feeding
710343081.jpg,Monarch,1,0.99999845,Non_feeding
710343080.jpg,Monarch,1,0.99997306,Non_feeding
710343037.jpg,Monarch,1,0.9994017,Non_feeding
710343049.jpg,Monarch,1,0.99999785,Non_feeding
710343038.jpg,Monarch,1,0.9999343,Non_feeding
710343002.jpg,Monarch,1,1.0,Non_feeding
710342999.jpg,Monarch,1,1.0,Non_feeding
710343001.jpg,Monarch,1,1.0,Non_feeding
710342916.jpg,Monarch,1,1.0,Non_feeding
710342918.jpg,Monarch,1,0.9998386,Non_feeding
710342913.jpg,Monarch,1,1.0,Non_feeding
710323659.jpg,Monarch,1,0.99968606,Non_feeding
710320333.jpg,Monarch,1,0.47379813,Non_feeding
710305622.jpg,Monarch,0,0.0018579802,Feeding
710296557.jpg,Monarch,1,0.19413985,Non_feeding
710293737.jpg,Monarch,1,0.99999964,Non_feeding
710292036.jpg,Monarch,1,0.99965894,Non_feeding
710290672.jpg,Monarch,1,0.9997808,Feeding
710282293.jpg,Monarch,1,0.9999906,Non_feeding
710280222.jpg,Monarch,1,0.99965906,Feeding
710273138.jpg,Monarch,1,0.99999976,Non_feeding
710271381.jpg,Monarch,0,0.08760103,Non_feeding
710253710.jpg,Monarch,1,0.22101834,Feeding
710250153.jpg,Monarch,1,0.99999976,Non_feeding
710248931.jpg,Monarch,0,0.00044384928,Non_feeding
710242425.jpg,Monarch,1,0.97796005,Feeding
710237650.jpg,Monarch,1,0.99008477,Non_feeding
710208669.jpg,Monarch,1,0.9602104,Feeding
710205725.jpg,Monarch,0,0.043479975,Feeding
710024107.jpg,Monarch,0,0.0018451957,Non_feeding
710183255.jpg,Monarch,1,0.8689463,Feeding
710173999.jpg,Monarch,1,0.9999471,Non_feeding
710135302.jpg,Monarch,1,0.9999634,Non_feeding
710119609.jpg,Monarch,1,0.999464,Feeding
710104219.jpg,Monarch,0,0.0049985787,Non_feeding
710104053.jpg,Monarch,1,0.16474691,Non_feeding
710101507.jpg,Monarch,0,0.015674004,Non_feeding
710100437.jpg,Monarch,0,0.077724084,Non_feeding
710098080.jpg,Monarch,0,0.00094227574,Feeding
710097554.jpg,Monarch,1,0.10378477,Feeding
710099277.jpg,Monarch,1,0.9980179,Non_feeding
710097470.jpg,Monarch,1,0.87671304,Non_feeding
710096984.jpg,Monarch,0,0.032826062,Feeding
710094621.jpg,Monarch,0,3.5525713e-06,Feeding
710093521.jpg,Monarch,0,3.412728e-05,Feeding
710092484.jpg,Monarch,0,0.004654887,Feeding
710091129.jpg,Monarch,1,0.9850812,Feeding
710090784.jpg,Monarch,1,1.0,Non_feeding
710089542.jpg,Monarch,1,0.97412056,Non_feeding
710080527.jpg,Monarch,1,1.0,Non_feeding
710082058.jpg,Monarch,1,0.2648371,Non_feeding
710080468.jpg,Monarch,0,0.057553437,Feeding
710078550.jpg,Monarch,1,1.0,Non_feeding
710072843.jpg,Monarch,1,0.99970835,Non_feeding
710072745.jpg,Monarch,1,0.99863297,Non_feeding
710072176.jpg,Monarch,0,0.06292416,Feeding
710071993.jpg,Monarch,1,0.9701679,Non_feeding
710071100.jpg,Monarch,1,0.999933,Feeding
710062413.jpg,Monarch,1,0.9999976,Non_feeding
710060761.jpg,Monarch,1,0.99999917,Non_feeding
710060078.jpg,Monarch,1,1.0,Non_feeding
710045799.jpg,Monarch,1,0.96743864,Non_feeding
710045779.jpg,Monarch,0,0.06704741,Feeding
710045780.jpg,Monarch,0,0.0004145482,Feeding
710045778.jpg,Monarch,0,0.008894167,Feeding
710051319.jpg,Monarch,1,0.12197859,Feeding
710042464.jpg,Monarch,1,0.8571875,Non_feeding
710050158.jpg,Monarch,1,0.998857,Non_feeding
710047808.jpg,Monarch,1,0.12120109,Feeding
710043882.jpg,Monarch,1,0.9989465,Feeding
710042210.jpg,Monarch,1,1.0,Non_feeding
710040708.jpg,Monarch,1,0.9950016,Feeding
710036400.jpg,Monarch,0,0.017469589,Non_feeding
710033826.jpg,Monarch,1,0.1341992,Feeding
710024131.jpg,Monarch,0,8.226636e-05,Feeding
710026275.jpg,Monarch,1,0.9997771,Non_feeding
710012046.jpg,Monarch,0,0.0025023227,Non_feeding
710020541.jpg,Monarch,1,0.9998909,Non_feeding
710020420.jpg,Monarch,1,0.99994385,Non_feeding
710019109.jpg,Monarch,1,1.0,Non_feeding
710015800.jpg,Monarch,1,1.0,Non_feeding
710015629.jpg,Monarch,1,0.68273956,Non_feeding
710014563.jpg,Monarch,0,0.033121854,Non_feeding
710011332.jpg,Monarch,1,0.99998343,Feeding
710010040.jpg,Monarch,1,1.0,Feeding
710007441.jpg,Monarch,1,0.9998863,Non_feeding
710005936.jpg,Monarch,1,0.99989283,Feeding
709999726.jpg,Monarch,0,0.00050906045,Non_feeding
709996188.jpg,Monarch,1,0.9307734,Non_feeding
709995678.jpg,Monarch,1,1.0,Non_feeding
709995022.jpg,Monarch,1,0.9792629,Feeding
709989543.jpg,Monarch,0,0.022483746,Non_feeding
709994992.jpg,Monarch,1,0.9376206,Non_feeding
709992366.jpg,Monarch,0,0.017312365,Feeding
709989349.jpg,Monarch,1,0.9927457,Feeding
709987902.jpg,Monarch,0,2.3319799e-05,Non_feeding
709986057.jpg,Monarch,1,0.99991775,Non_feeding
709985282.jpg,Monarch,0,0.0089306375,Feeding
709981283.jpg,Monarch,1,0.9831797,Non_feeding
709978382.jpg,Monarch,0,4.5113885e-07,Non_feeding
709975959.jpg,Monarch,1,0.9999944,Non_feeding
709970081.jpg,Monarch,1,0.8061138,Non_feeding
709969901.jpg,Monarch,1,0.9843238,Non_feeding
